#{"t_start": 1745342090.7553267, "env_id": "None"}
r,l,t
-17793.633675,1,3.616569
-18489.64519,1,3.618562
-20320.205976,1,3.621552
-18691.404619,1,3.623667
-16844.453008,1,3.626722
-18617.138062,1,3.628866
-18599.014789,1,3.630871
-15945.13211,1,3.632878
-18639.890878,1,3.634889
-17752.072476,1,3.636883
-18846.954762,1,3.640975
-17547.047063,1,3.643007
-19540.605759,1,3.645079
-19094.138482,1,3.647101
-18495.643337,1,3.649262
-18100.992758,1,3.652252
-18255.43564,1,3.654397
-18176.690911,1,3.657548
-18220.081183,1,3.659541
-16820.022923,1,3.661674
-18214.500707,1,3.664097
-19864.8137,1,3.666128
-19621.680834,1,3.668135
-16902.339185,1,3.670135
-19116.908908,1,3.67369
-18671.438482,1,3.675739
-18987.35224,1,3.677772
-17307.923168,1,3.680826
-17593.593929,1,3.682857
-18720.308255,1,3.684862
-17723.630099,1,3.687364
-20501.281429,1,3.689371
-17842.117893,1,3.69248
-18632.268028,1,3.695609
-17301.478099,1,3.697696
-19750.138736,1,3.700709
-18318.549449,1,3.703864
-19152.790876,1,3.705857
-18017.022704,1,3.708894
-18518.002982,1,3.710887
-18439.273769,1,3.713202
-18790.618581,1,3.716266
-16379.526431,1,3.718413
-19265.520512,1,3.720532
-16479.633971,1,3.722583
-17881.24791,1,3.724749
-19967.197858,1,3.726854
-19471.20425,1,3.728985
-17746.969477,1,3.731183
-19342.240915,1,3.733392
-17653.117229,1,3.736611
-17877.264672,1,3.738604
-19766.847827,1,3.740768
-19810.71411,1,3.743006
-19075.749236,1,3.745171
-18746.321363,1,3.747365
-17006.183934,1,3.749671
-16690.980467,1,3.751963
-19500.80929,1,3.754179
-17747.444843,1,3.75644
-19452.005413,1,3.758583
-18001.476542,1,3.760761
-18358.77233,1,3.763
-20302.684308,1,3.765246
-19978.307854,1,3.768602
-20239.526502,1,3.770807
-19921.921886,1,3.773033
-17241.150957,1,3.77516
-17867.000784,1,3.777352
-18661.396679,1,3.779604
-19788.650253,1,3.781849
-16980.614291,1,3.784139
-18564.38051,1,3.785816
-17493.061545,1,3.788014
-19345.23976,1,3.791317
-18785.410572,1,3.793576
-16975.454001,1,3.795839
-19255.780697,1,3.79805
-18948.677632,1,3.800095
-21330.248941,1,3.802288
-16422.414847,1,3.804465
-17590.819676,1,3.807804
-16731.668504,1,3.810011
-20094.007671,1,3.813046
-18155.164019,1,3.815039
-18117.344345,1,3.817033
-17461.777744,1,3.820023
-18593.444305,1,3.822159
-17766.023594,1,3.824521
-19617.599442,1,3.826592
-17295.678387,1,3.828735
-18649.0836,1,3.831157
-18156.261572,1,3.833541
-20415.522841,1,3.835753
-17900.219984,1,3.837969
-18405.673732,1,3.84022
-17290.251936,1,3.842473
-17717.004761,1,3.844732
-19672.990955,1,3.846931
-18089.429458,1,3.849026
-17446.785965,1,3.851148
-18827.648595,1,3.853374
-17687.966939,1,3.855614
-19746.700019,1,3.85892
-18342.72994,1,3.861086
-17439.296059,1,3.864075
-18812.838227,1,3.866097
-18049.236815,1,3.86809
-18203.922476,1,3.870084
-18660.860486,1,3.873319
-17616.677888,1,3.875345
-18566.801671,1,3.877378
-18800.336453,1,3.880368
-16661.930095,1,3.882407
-19299.260697,1,3.884415
-19871.266599,1,3.886916
-18778.347186,1,3.889184
-18230.617684,1,3.891618
-19161.191695,1,3.893864
-17137.391908,1,3.894971
-19643.750841,1,3.897162
-19481.715669,1,3.899423
-17794.730451,1,3.901607
-18885.404926,1,3.903871
-18362.180999,1,3.906478
-19033.863406,1,3.908672
-18993.545589,1,3.910934
-17768.077724,1,3.913076
-19673.914569,1,3.915342
-17170.549287,1,3.917543
-19155.530483,1,3.919735
-18965.374076,1,3.921992
-18659.03833,1,3.92426
-19136.027274,1,3.926573
-18827.168197,1,3.928752
-19101.694282,1,3.930927
-17119.455112,1,3.933166
-19307.498542,1,3.935362
-18601.735522,1,3.938479
-17861.956266,1,3.940856
-18250.280355,1,3.943019
-17762.543513,1,3.945012
-18093.170944,1,3.948165
-19914.060028,1,3.950159
-18699.157402,1,3.952152
-19662.473552,1,3.954174
-17460.856073,1,3.956167
-17271.594423,1,3.958608
-17582.239561,1,3.960797
-17634.535874,1,3.9629
-17913.850737,1,3.96514
-17431.889981,1,3.967405
-19153.713305,1,3.969624
-17655.332774,1,3.97163
-18024.568919,1,3.973651
-20720.670844,1,3.975888
-17369.935028,1,3.979188
-18052.231202,1,3.981455
-18668.584915,1,3.983464
-20077.850788,1,3.985988
-16964.116281,1,3.987983
-18564.723893,1,3.989976
-18082.723756,1,3.992209
-19004.478056,1,3.995199
-18285.790091,1,3.99723
-19984.715036,1,3.999562
-19308.028555,1,4.001586
-19443.556293,1,4.00458
-16835.115592,1,4.00657
-18470.333452,1,4.008873
-18210.598843,1,4.010866
-17612.735888,1,4.012897
-19125.12175,1,4.017341
-20004.70112,1,4.019507
-18943.780525,1,4.021501
-19451.304515,1,4.02403
-18128.141046,1,4.026025
-18154.53589,1,4.028018
-18473.938668,1,4.031307
-18901.672168,1,4.033548
-20924.008266,1,4.0358
-18447.681362,1,4.037992
-18464.173496,1,4.041286
-19678.184425,1,4.043329
-17186.028582,1,4.04541
-19386.395581,1,4.047678
-20886.31377,1,4.049867
-17869.619207,1,4.052089
-19245.628301,1,4.054327
-19317.792862,1,4.056463
-19087.33934,1,4.059111
-18585.60505,1,4.060237
-17781.10652,1,4.063529
-18733.180488,1,4.065522
-19272.536176,1,4.067543
-16237.684707,1,4.070533
-17831.124628,1,4.072555
-16464.135682,1,4.075027
-17817.865004,1,4.077107
-18352.691526,1,4.079136
-18894.831132,1,4.081229
-18428.871595,1,4.083252
-17006.517022,1,4.085245
-17563.996903,1,4.087743
-18945.23804,1,4.089766
-18920.829347,1,4.09219
-17638.077641,1,4.094227
-18489.571321,1,4.097217
-18055.68158,1,4.099243
-19767.710007,1,4.101237
-18369.741433,1,4.10323
-19332.960847,1,4.106283
-18346.833331,1,4.108795
-18812.386826,1,4.110865
-17778.411015,1,4.112858
-18881.069133,1,4.117218
-17630.501311,1,4.120631
-17309.130862,1,4.122659
-19185.830268,1,4.125986
-17526.925372,1,4.128028
-19441.407036,1,4.131054
-18838.118737,1,4.133048
-17219.829534,1,4.135041
-18006.233293,1,4.137066
-16955.145531,1,4.140278
-19430.908967,1,4.1423
-16959.628344,1,4.144293
-18636.927185,1,4.146329
-19696.907263,1,4.149346
-18747.506835,1,4.151372
-19568.425651,1,4.153365
-19491.139455,1,4.155651
-18249.163089,1,4.157906
-17443.915731,1,4.159899
-17135.652103,1,4.163033
-17035.5965,1,4.164236
-19270.382054,1,4.167282
-18243.157618,1,4.16929
-17965.550753,1,4.172572
-16516.277441,1,4.174574
-18022.088567,1,4.176568
-17939.668971,1,4.178561
-17780.78374,1,4.181551
-18054.07945,1,4.183651
-17993.514329,1,4.184649
-18759.551216,1,4.187789
-19110.993175,1,4.220258
-17311.702931,1,4.224363
-17994.80802,1,4.226859
-16481.630027,1,4.228908
-18574.352443,1,4.232009
-16870.743862,1,4.23404
-18594.940383,1,4.236125
-17238.815042,1,4.238152
-16720.523593,1,4.241598
-17826.888438,1,4.243877
-18339.57751,1,4.245919
-18050.551208,1,4.247986
-18365.098461,1,4.250093
-19152.078571,1,4.253221
-19705.562461,1,4.255249
-19909.188704,1,4.257602
-20246.138215,1,4.25981
-16752.764949,1,4.262018
-19859.458429,1,4.264216
-16404.347562,1,4.266208
-20174.989636,1,4.270422
-18649.580302,1,4.272915
-18814.59476,1,4.275966
-17042.518353,1,4.277959
-16292.772876,1,4.279953
-17830.053185,1,4.282943
-17337.384342,1,4.285088
-18522.086337,1,4.287596
-18070.989835,1,4.289688
-18499.790559,1,4.291722
-19554.076158,1,4.293918
-18418.546677,1,4.296166
-19115.598621,1,4.298316
-17650.211481,1,4.30052
-20072.040852,1,4.302762
-18050.235455,1,4.306153
-19209.379397,1,4.308411
-17655.623258,1,4.310636
-17487.760375,1,4.311754
-18131.03368,1,4.314789
-16656.439807,1,4.316783
-18725.318707,1,4.318776
-18808.338664,1,4.321535
-18131.25036,1,4.323709
-17266.123257,1,4.325714
-18615.011319,1,4.327723
-20049.392931,1,4.330739
-18531.077157,1,4.332732
-16942.269941,1,4.334876
-18303.995328,1,4.337152
-17923.00724,1,4.339183
-19271.524307,1,4.341222
-19491.692969,1,4.343227
-17996.744494,1,4.345358
-19257.736669,1,4.347366
-19176.792028,1,4.350401
-18323.864351,1,4.352464
-16867.908469,1,4.354495
-17502.92195,1,4.35766
-18735.329709,1,4.359781
-18239.882421,1,4.361787
-19143.494524,1,4.364197
-19053.205894,1,4.366339
-19562.525338,1,4.368355
-20024.528612,1,4.371395
-17657.304625,1,4.373388
-17653.389119,1,4.375473
-19881.071604,1,4.377491
-17301.083251,1,4.380542
-17772.050296,1,4.382535
-18218.187706,1,4.384529
-16219.992071,1,4.387058
-18149.974865,1,4.389052
-17720.135978,1,4.391109
-18976.856794,1,4.393128
-15825.386873,1,4.396244
-19252.368907,1,4.399248
-19464.361961,1,4.403333
-16259.534983,1,4.406386
-19676.887194,1,4.410532
-16845.158184,1,4.412835
-19311.860713,1,4.415004
-18539.885032,1,4.417238
-17517.810434,1,4.420257
-17642.694016,1,4.422292
-18760.570708,1,4.424568
-18133.245765,1,4.426585
-18442.579869,1,4.428604
-17908.377802,1,4.430597
-19961.589482,1,4.433617
-17327.946094,1,4.435632
-18209.585894,1,4.43764
-19500.143173,1,4.440656
-18765.375836,1,4.442682
-18090.110789,1,4.444676
-18217.667726,1,4.446669
-20108.784227,1,4.448699
-19279.774071,1,4.451689
-17795.597268,1,4.453718
-19504.724759,1,4.455712
-17479.523918,1,4.458312
-19054.858355,1,4.461355
-18981.48357,1,4.465741
-19779.552899,1,4.469479
-17820.810626,1,4.47367
-19268.5776,1,4.47685
-18551.363217,1,4.481486
-18115.155285,1,4.486368
-19355.59826,1,4.490636
-18300.091652,1,4.492821
-19982.81149,1,4.495948
-17081.42936,1,4.498017
-19636.511887,1,4.500045
-17995.497814,1,4.502099
-18664.893382,1,4.504125
-17805.676859,1,4.506151
-17758.121786,1,4.509241
-17538.181573,1,4.512328
-16859.213961,1,4.51438
-17112.109379,1,4.516431
-16195.647801,1,4.518493
-16487.999567,1,4.521718
-19363.559569,1,4.524868
-18020.468724,1,4.52728
-15835.525677,1,4.530415
-18064.452152,1,4.53294
-18833.635761,1,4.533951
-18435.083899,1,4.537025
-17995.20565,1,4.539731
-17925.228194,1,4.541367
-17566.246127,1,4.544549
-18622.65688,1,4.546086
-15896.397735,1,4.547692
-18782.199436,1,4.550908
-20243.710297,1,4.552438
-17525.617562,1,4.555603
-14523.602966,1,4.558145
-19237.894395,1,4.563518
-19407.606581,1,4.565909
-18734.522295,1,4.569194
-18969.942207,1,4.573578
-17246.073182,1,4.576881
-16522.069354,1,4.578874
-18098.877358,1,4.581192
-19364.480635,1,4.583387
-20063.110698,1,4.585541
-18593.087812,1,4.588294
-19733.778279,1,4.5904
-19269.521409,1,4.592777
-20146.760873,1,4.594975
-18920.286047,1,4.597268
-18564.10908,1,4.598382
-18247.828232,1,4.600648
-18816.358476,1,4.602876
-18572.41318,1,4.605055
-18869.647275,1,4.607196
-17107.787238,1,4.610424
-18347.958488,1,4.613413
-19954.643326,1,4.615407
-18858.392362,1,4.6174
-19338.506944,1,4.620459
-18480.367204,1,4.622452
-17422.221764,1,4.625482
-17500.013683,1,4.627475
-18805.090601,1,4.630563
-20223.458833,1,4.63395
-17712.143602,1,4.636001
-18492.087389,1,4.638991
-18780.17639,1,4.642037
-19332.520295,1,4.64403
-20174.935119,1,4.646096
-18326.175745,1,4.649083
-19160.117138,1,4.651241
-20092.153011,1,4.653232
-18604.152427,1,4.656319
-18858.522255,1,4.658323
-17870.167087,1,4.66039
-16727.625182,1,4.663188
-20231.157017,1,4.665184
-16394.207733,1,4.668174
-18051.837206,1,4.670167
-18570.63555,1,4.672163
-17800.399792,1,4.675153
-19450.262812,1,4.67832
-18672.422667,1,4.680418
-19202.202213,1,4.683524
-16854.303318,1,4.685642
-18797.049656,1,4.688169
-18264.968294,1,4.691259
-19949.741784,1,4.693253
-16868.055002,1,4.696495
-19617.421839,1,4.698522
-18622.296015,1,4.700611
-21142.315047,1,4.70264
-18094.663962,1,4.704704
-19486.70397,1,4.706726
-18676.177145,1,4.709989
-17873.299741,1,4.712115
-19639.627403,1,4.714146
-18416.089432,1,4.716219
-19946.358548,1,4.718248
-17588.335376,1,4.721411
-18302.412997,1,4.723433
-18906.979869,1,4.72551
-17438.3415,1,4.727538
-18297.311459,1,4.730654
-20245.809894,1,4.733772
-19466.125551,1,4.735801
-19726.103838,1,4.737794
-18303.7322,1,4.739788
-18562.200062,1,4.741781
-17759.922736,1,4.744771
-19160.998837,1,4.746808
-18401.756948,1,4.748801
-19518.900771,1,4.750795
-17687.387256,1,4.752892
-18656.839856,1,4.755882
-19343.730845,1,4.758174
-16662.981117,1,4.760423
-18793.226227,1,4.762551
-16635.256959,1,4.765706
-18782.700599,1,4.76774
-18755.041107,1,4.769733
-18862.98803,1,4.773319
-19567.680559,1,4.777468
-18138.800498,1,4.78011
-20506.542012,1,4.781621
-20288.160085,1,4.784675
-18442.360842,1,4.786691
-17885.693433,1,4.789196
-17715.596552,1,4.790712
-18697.654241,1,4.793737
-18209.163462,1,4.795249
-17957.481201,1,4.798446
-18539.85097,1,4.800042
-18412.325033,1,4.803194
-19176.486459,1,4.806517
-18934.439146,1,4.808588
-18759.834398,1,4.810593
-20417.522667,1,4.812622
-19929.708094,1,4.814631
-18727.392344,1,4.81671
-19252.592426,1,4.819711
-16806.61632,1,4.821704
-18043.206149,1,4.823697
-19675.951711,1,4.826687
-18083.07334,1,4.828681
-18291.564641,1,4.830674
-18185.288865,1,4.833664
-17236.36282,1,4.835846
-18574.526636,1,4.838969
-20404.322429,1,4.842
-18248.881049,1,4.844072
-18404.624788,1,4.8461
-17456.671693,1,4.848127
-18003.742634,1,4.850221
-18530.301121,1,4.852306
-19167.782672,1,4.854469
-19771.404701,1,4.85653
-19073.306735,1,4.858556
-17159.559014,1,4.860625
-16749.196706,1,4.863666
-16411.216351,1,4.865741
-17041.324293,1,4.867802
-19874.489793,1,4.869884
-17160.161932,1,4.871917
-18446.855164,1,4.874012
-19536.865598,1,4.876128
-18195.637029,1,4.879218
-18634.354777,1,4.882269
-18793.860111,1,4.884263
-17942.215243,1,4.886761
-19114.901252,1,4.888756
-17996.29352,1,4.89083
-18346.221199,1,4.893842
-20276.533656,1,4.895897
-19096.786551,1,4.898196
-19891.800222,1,4.900392
-16968.158188,1,4.902648
-18610.252614,1,4.90485
-17712.701697,1,4.907011
-20674.51157,1,4.909025
-19108.478224,1,4.911044
-18772.463663,1,4.914492
-17719.281925,1,4.916581
-18179.463945,1,4.919832
-16758.156898,1,4.922851
-18141.822193,1,4.92529
-17906.051113,1,4.927284
-19350.63743,1,4.929309
-18852.023285,1,4.931302
-19205.973069,1,4.934323
-16914.35162,1,4.936316
-20065.847067,1,4.939594
-18940.176527,1,4.941628
-17919.753142,1,4.943621
-19872.722749,1,4.946611
-18378.506605,1,4.948604
-18144.208829,1,4.950628
-18305.42597,1,4.952622
-18560.655471,1,4.954644
-17683.256731,1,4.95797
-18199.019165,1,4.960026
-17825.636491,1,4.962006
-18832.706306,1,4.963999
-19069.547069,1,4.967026
-19631.42016,1,4.969019
-18817.046072,1,4.971057
-18902.970397,1,4.974049
-18146.097029,1,4.976042
-17711.897673,1,4.978036
-18903.906936,1,4.980029
-17073.108348,1,4.983089
-16635.967146,1,4.985094
-20587.551928,1,4.987595
-17678.114079,1,4.989588
-17426.949154,1,4.993009
-18530.882704,1,4.996049
-19122.578741,1,4.998131
-18904.746413,1,5.000191
-18857.473925,1,5.00233
-18392.509315,1,5.005319
-19237.704838,1,5.007623
-16813.682417,1,5.009654
-19192.315813,1,5.011681
-19086.630788,1,5.013781
-17481.216518,1,5.015809
-17660.82088,1,5.017876
-18945.630232,1,5.019904
-19154.927041,1,5.022061
-17760.887806,1,5.024219
-17909.635935,1,5.027261
-19647.143897,1,5.029334
-20227.290321,1,5.03139
-19380.336144,1,5.033469
-19967.392315,1,5.035496
-18907.214459,1,5.037659
-20512.004593,1,5.039769
-19617.291892,1,5.041901
-18459.716595,1,5.045986
-17998.255043,1,5.04798
-18332.634896,1,5.050969
-18182.799233,1,5.053191
-17506.426379,1,5.055206
-18117.969404,1,5.057544
-18941.388533,1,5.059573
-17497.125252,1,5.061567
-18611.610061,1,5.066799
-17168.167696,1,5.071968
-18781.428526,1,5.075473
-19602.529658,1,5.077587
-18163.194231,1,5.081285
-17383.792609,1,5.084447
-18954.81646,1,5.088004
-16691.588608,1,5.091498
-17938.227106,1,5.095433
-19702.281286,1,5.097704
-18366.61168,1,5.101182
-20174.522882,1,5.104487
-17822.285801,1,5.106674
-17845.983014,1,5.108798
-16734.23488,1,5.112173
-18812.824834,1,5.114462
-17227.368022,1,5.116949
-17682.254854,1,5.119018
-18635.803075,1,5.122146
-17686.013602,1,5.125171
-18494.788735,1,5.127568
-19643.259273,1,5.129577
-18722.974832,1,5.133717
-18190.340139,1,5.135725
-18798.250138,1,5.138079
-19326.134998,1,5.140406
-18397.978815,1,5.14319
-18370.959157,1,5.145633
-18413.998998,1,5.149092
-18877.071114,1,5.151113
-18494.209974,1,5.153154
-17231.193481,1,5.155219
-19808.112283,1,5.158318
-18716.236039,1,5.160324
-19242.5569,1,5.163539
-16731.189245,1,5.165583
-19056.671199,1,5.167667
-19465.857494,1,5.170493
-17087.601332,1,5.172747
-19945.575844,1,5.175835
-18066.597877,1,5.178108
-18226.443414,1,5.180355
-19366.055239,1,5.182348
-19406.739689,1,5.185389
-18870.769517,1,5.18789
-18522.032022,1,5.18997
-19013.2049,1,5.193383
-18689.890347,1,5.19651
-17884.020336,1,5.198517
-16639.730972,1,5.200957
-18220.725464,1,5.202965
-18630.554184,1,5.204972
-20552.799082,1,5.207127
-16732.091138,1,5.209134
-20070.539812,1,5.211625
-18777.026377,1,5.213902
-18707.256294,1,5.216095
-18553.735177,1,5.218337
-19180.785352,1,5.220529
-20524.404241,1,5.222765
-18408.101906,1,5.224791
-17364.167453,1,5.227834
-18608.641846,1,5.229841
-17909.17368,1,5.231852
-18754.78871,1,5.233879
-16195.190608,1,5.235885
-18779.757081,1,5.23792
-19306.10035,1,5.24008
-19758.785853,1,5.243141
-17995.494349,1,5.245147
-18516.5852,1,5.247153
-17315.460356,1,5.249549
-18652.051328,1,5.251555
-17614.176522,1,5.253584
-18927.479753,1,5.256785
-19375.451269,1,5.260145
-19093.829303,1,5.262357
-19087.45859,1,5.263457
-18336.506688,1,5.265691
-18469.958324,1,5.267923
-18312.006165,1,5.270082
-18584.378283,1,5.273265
-19113.901844,1,5.275521
-19294.123888,1,5.277723
-17446.583786,1,5.279933
-20280.428848,1,5.281974
-18495.943783,1,5.283968
-19157.689989,1,5.286994
-20787.511634,1,5.288495
-16626.275394,1,5.290736
-17199.852785,1,5.292966
-17992.505213,1,5.295204
-19623.338246,1,5.29743
-18074.338002,1,5.29963
-19431.540827,1,5.301835
-18408.61023,1,5.304043
-18166.762312,1,5.307406
-19419.06419,1,5.309399
-18209.233022,1,5.312389
-19620.239189,1,5.314418
-18043.230542,1,5.31648
-17851.934407,1,5.31948
-19445.914233,1,5.321722
-17717.016345,1,5.32534
-18027.070783,1,5.327336
-18234.0976,1,5.329329
-18871.319178,1,5.331372
-16957.986559,1,5.333365
-20231.390898,1,5.336355
-17503.513909,1,5.338597
-18354.706071,1,5.340611
-19166.670702,1,5.343601
-18695.892553,1,5.345594
-17386.154312,1,5.34762
-17180.552488,1,5.35066
-17991.414693,1,5.353667
-17170.569183,1,5.356718
-16630.74134,1,5.359457
-18954.445298,1,5.361032
-19272.61567,1,5.364077
-19525.907455,1,5.367357
-18274.953317,1,5.36889
-18787.992016,1,5.371977
-18814.019479,1,5.373581
-17188.795769,1,5.376788
-19705.920834,1,5.378412
-18057.212032,1,5.380646
-18365.023209,1,5.383847
-18156.928758,1,5.385853
-17773.544334,1,5.387355
-18226.646683,1,5.390399
-17994.186535,1,5.392408
-18176.054832,1,5.394435
-17932.246342,1,5.396441
-18875.991632,1,5.398451
-19338.080639,1,5.400475
-17951.209043,1,5.402483
-17715.894316,1,5.405517
-18232.768218,1,5.407677
-16147.492958,1,5.409705
-18079.756123,1,5.411712
-19142.562774,1,5.414934
-18393.203823,1,5.417158
-19255.546765,1,5.419346
-16803.158129,1,5.421567
-18402.074415,1,5.423804
-19992.26259,1,5.42607
-16021.20126,1,5.428263
-18671.940184,1,5.430327
-16592.889962,1,5.433413
-17516.643287,1,5.435434
-19246.684641,1,5.437504
-17844.358152,1,5.439522
-19822.582794,1,5.442083
-17578.304884,1,5.444364
-17336.820401,1,5.44641
-20908.971188,1,5.44944
-16691.154777,1,5.451463
-19302.483893,1,5.453484
-18639.290918,1,5.455478
-16468.396459,1,5.457943
-18906.292589,1,5.459937
-18751.908346,1,5.46193
-17736.784206,1,5.464957
-17155.9738,1,5.467111
-17710.849032,1,5.469143
-17646.206985,1,5.47317
-17898.491786,1,5.480462
-18354.792464,1,5.485885
-17900.02467,1,5.488119
-17346.599744,1,5.49302
-17844.848391,1,5.496435
-18379.501498,1,5.499357
-19124.872322,1,5.501359
-19712.115006,1,5.505294
-21139.790474,1,5.508463
-19672.232349,1,5.511971
-17546.289323,1,5.515394
-18465.082649,1,5.517812
-20141.845959,1,5.521114
-19479.489403,1,5.524529
-17666.213073,1,5.528742
-17600.369744,1,5.531878
-17251.978374,1,5.533917
-19415.865346,1,5.536637
-17669.372365,1,5.540081
-19346.260948,1,5.542632
-18251.399979,1,5.544638
-18721.857663,1,5.546796
-18349.443453,1,5.54981
-17649.655056,1,5.551957
-17118.98003,1,5.555627
-18936.965149,1,5.585648
-20601.07484,1,5.589825
-19233.546544,1,5.593867
-18709.333132,1,5.597854
-18439.801752,1,5.602071
-17715.293553,1,5.60619
-18103.006096,1,5.609596
-17579.896895,1,5.612815
-17839.830901,1,5.614853
-19110.577226,1,5.616916
-18639.269947,1,5.618946
-18669.835688,1,5.621
-17551.0077,1,5.623043
-20151.571079,1,5.626108
-18308.371206,1,5.62819
-19873.681191,1,5.630264
-17605.904551,1,5.632597
-18417.667632,1,5.634639
-16106.80609,1,5.637717
-19684.867313,1,5.63976
-21124.240257,1,5.641809
-18996.140573,1,5.64389
-17677.945674,1,5.645928
-19280.676655,1,5.649076
-19182.229581,1,5.651104
-18492.307571,1,5.65316
-18760.438097,1,5.655201
-18054.774562,1,5.658428
-20742.905561,1,5.660662
-19001.203986,1,5.663945
-18334.428433,1,5.667231
-19808.466409,1,5.669533
-18763.340981,1,5.671736
-21306.909872,1,5.673926
-18065.761338,1,5.676232
-19640.208782,1,5.678437
-19078.030104,1,5.680619
-17747.451726,1,5.682828
-19312.702597,1,5.685026
-19630.587818,1,5.687741
-18715.410151,1,5.689938
-17943.519218,1,5.692261
-18985.113649,1,5.694751
-19109.800882,1,5.696954
-17038.221225,1,5.699272
-16718.298437,1,5.70148
-17510.187518,1,5.704599
-17870.198166,1,5.707612
-18460.60016,1,5.71206
-17287.948032,1,5.714251
-16529.289433,1,5.7173
-19433.834253,1,5.719505
-19269.307035,1,5.721556
-18052.444729,1,5.723694
-18683.183381,1,5.727141
-17725.723295,1,5.729327
-20388.610338,1,5.730547
-18695.822718,1,5.733199
-18726.171159,1,5.735409
-19502.86951,1,5.737711
-19005.222067,1,5.739897
-17950.394786,1,5.743179
-16281.634032,1,5.746482
-18977.907751,1,5.748812
-16221.092104,1,5.751021
-17871.528304,1,5.753348
-17143.912115,1,5.755526
-19291.048695,1,5.757773
-19633.765433,1,5.760093
-18888.925853,1,5.762314
-19476.223159,1,5.764627
-16430.637115,1,5.76682
-18861.674681,1,5.769018
-18222.798195,1,5.771331
-19549.728255,1,5.773523
-18955.897556,1,5.775844
-19300.128166,1,5.778029
-18305.32175,1,5.780233
-17676.86752,1,5.782563
-17544.861728,1,5.784745
-19580.011544,1,5.787537
-21519.054271,1,5.789737
-18663.468897,1,5.791918
-17435.605141,1,5.794104
-18980.206318,1,5.796303
-19044.783564,1,5.798489
-16981.736694,1,5.800692
-18702.053368,1,5.802882
-17545.406961,1,5.805087
-18305.308492,1,5.807285
-19191.940606,1,5.810823
-17122.396816,1,5.813853
-17414.927169,1,5.817031
-19736.993759,1,5.822015
-16704.487243,1,5.824481
-17591.19487,1,5.826736
-17579.812963,1,5.828966
-19450.681914,1,5.832114
-19148.302605,1,5.834124
-17894.50629,1,5.837543
-20111.464073,1,5.839715
-17671.656314,1,5.842029
-17833.086659,1,5.844236
-18029.497365,1,5.846445
-16293.942247,1,5.848662
-16975.579657,1,5.850938
-18038.186679,1,5.854083
-18100.03798,1,5.857319
-17285.446706,1,5.859343
-20023.583719,1,5.862332
-19255.882349,1,5.864359
-18307.524456,1,5.866651
-19160.47714,1,5.870007
-17964.448622,1,5.872232
-18340.661375,1,5.874462
-19838.978229,1,5.876571
-19297.195623,1,5.879608
-18749.192504,1,5.88173
-17630.654008,1,5.883721
-19497.707088,1,5.885759
-18449.219923,1,5.888263
-17532.180268,1,5.890302
-20178.802385,1,5.893311
-19115.873682,1,5.89534
-19392.506024,1,5.897482
-18974.763822,1,5.899473
-18722.22193,1,5.901546
-18173.112302,1,5.903665
-19564.367145,1,5.906688
-18665.261668,1,5.908681
-17415.384407,1,5.910708
-19234.605496,1,5.914488
-17913.876856,1,5.916656
-18577.543829,1,5.919748
-19032.187597,1,5.921786
-18239.50075,1,5.923874
-18424.757014,1,5.927227
-19589.724081,1,5.929224
-19812.356651,1,5.932214
-19054.639907,1,5.934207
-18405.321368,1,5.936201
-17939.937776,1,5.939495
-17891.547184,1,5.944097
-17999.23208,1,5.948002
-18985.067582,1,5.952082
-16524.328291,1,5.955368
-17884.79995,1,5.95666
-17411.279063,1,5.960016
-18430.302148,1,5.962249
-19103.977294,1,5.964459
-20113.878216,1,5.966525
-19412.576907,1,5.969535
-17367.505152,1,5.971617
-20875.325565,1,5.973998
-19372.020686,1,5.975991
-18016.789623,1,5.977985
-19630.772209,1,5.979978
-19555.359948,1,5.982116
-20336.123137,1,5.985123
-20210.53026,1,5.986126
-17375.476622,1,5.989778
-20377.471542,1,5.992896
-19959.500408,1,5.994889
-17802.748725,1,5.997879
-18275.112894,1,5.999872
-17687.388328,1,6.001865
-18273.203607,1,6.003859
-18470.746263,1,6.005852
-19286.495844,1,6.007845
-18274.29702,1,6.011197
-18257.496699,1,6.013205
-18307.220569,1,6.015236
-18353.252345,1,6.017242
-17453.600948,1,6.020486
-18017.895443,1,6.023683
-17605.914937,1,6.025707
-17649.131444,1,6.0277
-19720.628158,1,6.029694
-19603.477359,1,6.031715
-19111.630979,1,6.033869
-19232.517825,1,6.037011
-18592.719733,1,6.039004
-16585.436701,1,6.042404
-18587.828134,1,6.044602
-18786.8943,1,6.047753
-17374.017728,1,6.049745
-18145.528027,1,6.053192
-18515.717847,1,6.05508
-17207.298881,1,6.057346
-18308.350865,1,6.059339
-18844.007884,1,6.062374
-17332.805754,1,6.064392
-18680.508555,1,6.066383
-17462.571684,1,6.068376
-18385.299242,1,6.070369
-17245.491969,1,6.074378
-18515.517095,1,6.077413
-18334.854316,1,6.078928
-18126.45215,1,6.080445
-17564.187225,1,6.083467
-18873.088183,1,6.084979
-18555.391108,1,6.088027
-19841.235557,1,6.091227
-18667.266464,1,6.094558
-19478.349777,1,6.097661
-18706.427825,1,6.101099
-21094.640897,1,6.103092
-18528.918519,1,6.106772
-18022.719621,1,6.108795
-16952.589718,1,6.110854
-19485.295927,1,6.112847
-20207.846371,1,6.114925
