#{"t_start": 1745342090.7553267, "env_id": "None"}
r,l,t
-18405.256993,1,9.590837
-19253.360392,1,9.5944
-18321.647743,1,9.597497
-19363.574639,1,9.601557
-18005.008635,1,9.604624
-17926.377264,1,9.607774
-16156.201268,1,9.609808
-19938.92869,1,9.611837
-17609.861425,1,9.615101
-18356.004954,1,9.617127
-18178.114425,1,9.619327
-16203.413826,1,9.621368
-17238.57672,1,9.623534
-17451.126298,1,9.626625
-16754.890568,1,9.628508
-19474.694484,1,9.630224
-18500.682762,1,9.633296
-19973.086129,1,9.656772
-18984.553885,1,9.663171
-18534.291861,1,9.668272
-20473.051372,1,9.672335
-18776.495398,1,9.674637
-17625.24242,1,9.676643
-18681.691409,1,9.679678
-17941.602765,1,9.681712
-17919.134818,1,9.683717
-18501.326007,1,9.68587
-19166.638797,1,9.688167
-16240.162958,1,9.690275
-17993.118554,1,9.692778
-19458.852164,1,9.694783
-19089.305239,1,9.696929
-18049.328524,1,9.698936
-17320.392825,1,9.700966
-18395.482036,1,9.702975
-19584.407191,1,9.705323
-16835.896257,1,9.707515
-18981.025508,1,9.710536
-18999.874273,1,9.712678
-19080.780644,1,9.714683
-19313.217475,1,9.716833
-19560.13917,1,9.718838
-18329.885354,1,9.720848
-18344.740303,1,9.724114
-18764.323152,1,9.726121
-18839.759283,1,9.728263
-18741.855116,1,9.730268
-18075.923338,1,9.732403
-19382.126524,1,9.735411
-17303.126058,1,9.737658
-17618.60623,1,9.739743
-18690.969732,1,9.741897
-19984.565905,1,9.744031
-17780.325304,1,9.747039
-19659.194128,1,9.74903
-19280.311949,1,9.751246
-18625.524956,1,9.754632
-19317.544129,1,9.758776
-18857.827115,1,9.760832
-20615.359884,1,9.763958
-18673.528226,1,9.765973
-19028.268383,1,9.767978
-17559.283907,1,9.770752
-16773.868949,1,9.773973
-18878.128789,1,9.776018
-19295.591487,1,9.778024
-17368.803979,1,9.780053
-20145.392321,1,9.78208
-17662.204294,1,9.7851
-17850.001445,1,9.787093
-20239.852002,1,9.789086
-17370.061504,1,9.79108
-20721.843445,1,9.794577
-18554.613567,1,9.796571
-17377.102132,1,9.798564
-19420.936028,1,9.801554
-18677.05086,1,9.803547
-19625.736373,1,9.805541
-18015.271108,1,9.80853
-19723.142124,1,9.810524
-20651.868872,1,9.812517
-18122.678668,1,9.814511
-18680.038356,1,9.8175
-19078.015014,1,9.819494
-19495.212571,1,9.821487
-19119.035544,1,9.82348
-18109.879828,1,9.826612
-18876.946789,1,9.828622
-17984.000818,1,9.83064
-18541.294175,1,9.833912
-20579.745677,1,9.837085
-18910.205387,1,9.840233
-18592.886144,1,9.843568
-19030.859798,1,9.845751
-18789.460573,1,9.848185
-15912.574826,1,9.850371
-17903.779285,1,9.852561
-17235.966702,1,9.854735
-17819.402515,1,9.856919
-18434.599233,1,9.859167
-19001.176474,1,9.861368
-19295.289414,1,9.863623
-18941.644437,1,9.865896
-17760.708981,1,9.869111
-19012.92995,1,9.871282
-18899.101556,1,9.873464
-17884.202863,1,9.87565
-17353.993987,1,9.876742
-18163.279011,1,9.878932
-20973.882242,1,9.881115
-19284.491812,1,9.883314
-19653.555971,1,9.886503
-18897.532616,1,9.890545
-18921.47733,1,9.894171
-18135.435201,1,9.897336
-19551.852307,1,9.89943
-17436.181823,1,9.901435
-18217.93809,1,9.904588
-18426.27881,1,9.907788
-20352.852139,1,9.912137
-16997.183803,1,9.914442
-19532.495333,1,9.917747
-16939.793093,1,9.920017
-16710.101482,1,9.922339
-17102.369359,1,9.924593
-18315.881113,1,9.926757
-17172.309813,1,9.928992
-19746.79143,1,9.931214
-18647.153833,1,9.932325
-18082.45166,1,9.934538
-18298.335372,1,9.936761
-18464.858619,1,9.938872
-17783.960282,1,9.942007
-19374.568332,1,9.944
-19163.331729,1,9.947267
-18441.506795,1,9.952308
-16407.029243,1,9.956582
-17965.914306,1,9.960208
-19159.563264,1,9.964337
-16952.85803,1,9.96736
-17402.816215,1,9.970429
-18300.254085,1,9.973518
-19527.765024,1,9.976616
-16121.908149,1,9.981165
-17917.578481,1,9.982681
-19784.949999,1,9.985217
-19592.736289,1,9.989344
-18754.294677,1,9.991601
-18923.313445,1,9.994105
-18606.320398,1,9.996112
-17184.240759,1,9.999251
-16613.389574,1,10.001296
-20697.651666,1,10.004958
-18859.57084,1,10.006956
-18922.917072,1,10.009032
-17652.577482,1,10.011075
-20568.711386,1,10.013093
-16816.693564,1,10.015376
-18188.189313,1,10.017667
-18164.065228,1,10.019996
-18639.114302,1,10.022181
-19911.994434,1,10.02552
-18975.036493,1,10.027743
-19257.257536,1,10.029953
-19747.967813,1,10.032185
-19954.133366,1,10.034506
-20000.591273,1,10.036906
-20668.163962,1,10.04039
-18627.194531,1,10.042527
-18006.654159,1,10.04556
-18023.740534,1,10.04764
-18788.879806,1,10.050867
-18853.416153,1,10.053005
-16803.738248,1,10.056114
-17432.979111,1,10.058211
-18086.737771,1,10.060318
-19535.56345,1,10.06443
-19743.769471,1,10.067419
-19094.472778,1,10.071582
-19889.276047,1,10.073738
-17998.309924,1,10.076772
-17087.026474,1,10.078843
-18687.734998,1,10.081108
-17214.991274,1,10.083316
-16828.535833,1,10.085563
-18987.508425,1,10.087667
-17864.730222,1,10.089987
-18997.412752,1,10.092706
-19883.304711,1,10.093765
-18949.665344,1,10.097827
-18109.080009,1,10.10004
-19763.017359,1,10.102234
-16815.776225,1,10.105406
-18875.68119,1,10.107653
-17721.220758,1,10.109869
-17474.189067,1,10.112068
-18906.488597,1,10.114305
-18718.725817,1,10.11651
-17718.160704,1,10.118751
-18861.639887,1,10.120872
-18604.986288,1,10.123101
-17748.441651,1,10.12833
-18705.407592,1,10.131417
-17987.076357,1,10.134459
-17800.707323,1,10.136468
-18043.391079,1,10.139623
-16844.930161,1,10.141668
-19648.691419,1,10.143678
-18807.444572,1,10.145704
-18275.043482,1,10.147709
-18452.226558,1,10.149856
-18940.419937,1,10.151862
-19164.548511,1,10.155018
-18709.219533,1,10.15917
-17976.395422,1,10.16231
-19130.012856,1,10.165442
-19894.616247,1,10.167482
-18066.643805,1,10.16952
-17341.080097,1,10.172667
-17347.845677,1,10.174704
-20679.431307,1,10.17682
-20331.497799,1,10.178871
-18410.492395,1,10.180965
-17087.11946,1,10.183006
-17585.793491,1,10.186113
-17959.280108,1,10.189103
-16819.521909,1,10.192666
-18070.495051,1,10.195691
-19671.461615,1,10.197718
-17397.213972,1,10.199711
-19216.109542,1,10.202729
-19266.073736,1,10.205719
-17638.20607,1,10.207945
-19472.080191,1,10.20995
-18122.006004,1,10.211979
-18852.03158,1,10.213973
-18997.112311,1,10.215966
-16586.109391,1,10.218987
-18124.274939,1,10.221365
-16953.065662,1,10.223386
-17461.540411,1,10.225379
-18198.570875,1,10.227411
-18550.103796,1,10.229599
-19836.005712,1,10.232618
-18347.315516,1,10.237091
-18817.530677,1,10.239202
-16913.231503,1,10.241208
-19431.849681,1,10.244232
-17769.704006,1,10.246226
-19576.604414,1,10.248252
-19487.801126,1,10.250244
-18209.378563,1,10.253397
-16851.942356,1,10.25568
-19311.938313,1,10.257687
-18576.970662,1,10.259709
-18874.430315,1,10.261702
-18575.052531,1,10.264785
-19978.365054,1,10.267922
-18621.219133,1,10.270449
-17160.844202,1,10.273469
-18942.172034,1,10.275927
-18329.614237,1,10.278944
-19836.714398,1,10.280935
-18315.139599,1,10.284437
-18389.975404,1,10.286469
-15961.170196,1,10.288908
-18969.198226,1,10.292566
-18913.242071,1,10.294561
-17187.299219,1,10.296587
-17651.709705,1,10.299577
-19593.238789,1,10.302597
-18074.090526,1,10.304699
-16583.844602,1,10.307834
-18332.612854,1,10.311639
-18253.105468,1,10.314896
-17230.492754,1,10.318002
-19053.430815,1,10.319996
-17853.717027,1,10.323396
-18851.859286,1,10.325594
-19187.917156,1,10.327789
-18562.237905,1,10.331208
-15740.495276,1,10.334249
-19207.916739,1,10.336242
-16821.708981,1,10.339734
-18676.479709,1,10.341775
-18563.415123,1,10.345778
-19075.554358,1,10.348852
-18528.436289,1,10.351882
-17526.090929,1,10.354911
-18849.248038,1,10.358005
-19028.107543,1,10.359523
-18703.100377,1,10.363632
-19804.216904,1,10.366661
-20196.629568,1,10.371285
-18430.738706,1,10.375778
-18166.506104,1,10.377903
-17415.731125,1,10.380945
-17949.839947,1,10.382938
-19002.520112,1,10.385083
-18268.359788,1,10.38864
-17726.967961,1,10.392658
-19671.284745,1,10.395796
-19310.616207,1,10.398031
-17237.291435,1,10.400091
-18150.272847,1,10.402213
-18918.302556,1,10.406586
-16772.913844,1,10.409805
-17768.324373,1,10.414769
-17854.369349,1,10.416784
-17592.104243,1,10.420057
-19026.568409,1,10.424212
-17986.423008,1,10.4273
-19619.376799,1,10.430477
-19645.240299,1,10.432486
-19601.389802,1,10.43499
-18633.536862,1,10.438047
-18372.62803,1,10.440092
-18995.394936,1,10.443108
-18187.006143,1,10.445278
-19230.641297,1,10.448306
-17865.689678,1,10.45046
-18054.520375,1,10.452617
-18567.990036,1,10.456255
-18371.976558,1,10.459301
-18079.599971,1,10.462752
-19636.277606,1,10.464798
-19389.564235,1,10.466972
-19072.146884,1,10.470045
-17680.719036,1,10.47314
-19609.207444,1,10.476246
-17894.455879,1,10.479296
-20937.547795,1,10.483582
-20085.074349,1,10.487763
-19023.498822,1,10.489815
-17922.096048,1,10.491863
-19902.170899,1,10.495121
-18531.463928,1,10.497165
-18393.543324,1,10.500618
-19595.643568,1,10.503674
-19197.591194,1,10.508217
-19252.983958,1,10.512417
-18344.89173,1,10.51458
-20323.456995,1,10.517879
-17202.549516,1,10.518966
-19487.134083,1,10.523382
-19342.773458,1,10.525624
-19257.293126,1,10.527844
-18635.440673,1,10.530163
-17663.705133,1,10.532406
-17251.470067,1,10.535588
-18831.145637,1,10.537756
-18803.150542,1,10.540989
-18542.286079,1,10.54439
-20547.676255,1,10.546657
-17592.379511,1,10.549963
-19270.099598,1,10.55217
-19117.654188,1,10.555395
-19658.993284,1,10.558515
-18636.399458,1,10.56077
-18857.669799,1,10.562313
-17411.499887,1,10.564551
-18859.647385,1,10.566734
-18571.189513,1,10.568938
-18112.14457,1,10.572184
-18517.091646,1,10.574195
-19055.941945,1,10.576618
-17995.658882,1,10.579662
-19385.057274,1,10.581756
-18454.444704,1,10.583773
-17437.088515,1,10.585859
-19336.633353,1,10.588015
-17754.677256,1,10.590033
-18106.497,1,10.593173
-19007.619995,1,10.596405
-20163.42402,1,10.602143
-19677.843216,1,10.606253
-18969.959388,1,10.608574
-17711.673058,1,10.610795
-19931.91805,1,10.613978
-21111.722652,1,10.616189
-17599.844163,1,10.618404
-19772.85876,1,10.621742
-19900.59194,1,10.625077
-16635.970032,1,10.629208
-19081.729171,1,10.631355
-17508.096138,1,10.633545
-19197.219588,1,10.635758
-18677.315882,1,10.638915
-18427.710273,1,10.641143
-18680.337795,1,10.64336
-17785.599257,1,10.646651
-17829.163196,1,10.648856
-17640.547161,1,10.651125
-19097.801225,1,10.654545
-20216.299592,1,10.657694
-19008.235959,1,10.660706
-18645.790012,1,10.662848
-16968.482103,1,10.665045
-19823.433603,1,10.667294
-19350.256895,1,10.671845
-18816.92195,1,10.673838
-20709.369465,1,10.676828
-18437.00484,1,10.679045
-17967.432069,1,10.681239
-18413.831402,1,10.6835
-17331.547515,1,10.686854
-20179.581064,1,10.689039
-19965.084992,1,10.691335
-17325.665868,1,10.693334
-17924.729396,1,10.695747
-18044.3491,1,10.697938
-18157.793469,1,10.700325
-16706.713638,1,10.703703
-17983.810382,1,10.705922
-18722.75309,1,10.708188
-20261.49103,1,10.710379
-18662.294099,1,10.712514
-19519.911012,1,10.714709
-19395.136973,1,10.717018
-18526.358288,1,10.721229
-19190.124703,1,10.725176
-18917.507118,1,10.727322
-18203.588053,1,10.73078
-16766.274427,1,10.732914
-18836.962712,1,10.736139
-17195.059614,1,10.738601
-19196.94665,1,10.742148
-18922.543858,1,10.745204
-17219.45593,1,10.749395
-20012.364007,1,10.752623
-17850.402235,1,10.75482
-19631.246986,1,10.758117
-17343.377167,1,10.761163
-17780.021866,1,10.763479
-18836.837892,1,10.76567
-16956.560302,1,10.7681
-20055.710208,1,10.771242
-18753.061512,1,10.774844
-19957.281255,1,10.777851
-19124.910721,1,10.779847
-19234.443916,1,10.783479
-20585.494065,1,10.785527
-19427.719419,1,10.787535
-17910.312944,1,10.79105
-18127.070487,1,10.793657
-20020.797045,1,10.794821
-20679.186072,1,10.797062
-16630.19514,1,10.799275
-17626.350869,1,10.801499
-20050.532398,1,10.804766
-18812.811586,1,10.808138
-18081.200971,1,10.810383
-17644.868143,1,10.812639
-18035.867445,1,10.815814
-18995.439221,1,10.818064
-19228.368342,1,10.82028
-18794.15692,1,10.823797
-19627.67671,1,10.826057
-17450.125135,1,10.828249
-19849.816497,1,10.831586
-18381.527219,1,10.833834
-18831.164751,1,10.836069
-19722.214473,1,10.839869
-17508.090694,1,10.842075
-17546.817476,1,10.845284
-17187.892089,1,10.847424
-18453.346032,1,10.849755
-20068.783061,1,10.852006
-18300.850145,1,10.855148
-18656.489673,1,10.862619
-19822.904742,1,10.867835
-18589.39618,1,10.872188
-20357.639783,1,10.876667
-19302.722636,1,10.879836
-18281.804937,1,10.882825
-18980.047732,1,10.885265
-18118.578998,1,10.887367
-19547.500787,1,10.890994
-17827.261085,1,10.893666
-18707.634356,1,10.895869
-19240.813058,1,10.898068
-17986.548744,1,10.900248
-19433.329849,1,10.902606
-18313.494003,1,10.905841
-19139.028198,1,10.908066
-17737.345498,1,10.910258
-18456.507966,1,10.912301
-18203.068668,1,10.914665
-18927.578474,1,10.916883
-18644.26884,1,10.920316
-20130.913747,1,10.922527
-17698.416177,1,10.924917
-16612.155188,1,10.927007
-17880.589477,1,10.929224
-19129.789394,1,10.93143
-18182.549966,1,10.934672
-18622.191755,1,10.937947
-19241.150427,1,10.939051
-19867.98893,1,10.941501
-18096.227974,1,10.94499
-18179.686623,1,10.947228
-18044.957177,1,10.949431
-19038.55566,1,10.95257
-19640.232257,1,10.954685
-17921.990232,1,10.957134
-18969.964471,1,10.960253
-18765.66388,1,10.962696
-18691.172527,1,10.964874
-17481.993818,1,10.967943
-18840.243175,1,10.971288
-16144.065783,1,10.9745
-18149.285486,1,10.977635
-18823.799761,1,10.980841
-17379.304194,1,10.984008
-18022.35692,1,10.985622
-19733.814106,1,10.987166
-17797.655394,1,10.990472
-17918.872552,1,10.991993
-19978.909283,1,10.995697
-17763.108122,1,10.998191
-17206.31278,1,11.002769
-17895.064245,1,11.006263
-17601.711451,1,11.008273
-19529.666892,1,11.010717
-17622.1463,1,11.014085
-20036.438032,1,11.016079
-16710.907988,1,11.019653
-19340.050618,1,11.024328
-17721.816354,1,11.02755
-18530.196495,1,11.030622
-18442.38934,1,11.034191
-17235.316737,1,11.03976
-18264.197933,1,11.04417
-18669.342492,1,11.046162
-16229.492613,1,11.050568
-17972.022924,1,11.054739
-20130.771455,1,11.059342
-16803.250476,1,11.061409
-19396.769584,1,11.064399
-19196.871485,1,11.066392
-18518.067196,1,11.069382
-18880.749226,1,11.07156
-16673.567195,1,11.075689
-20724.470802,1,11.079835
-21616.051951,1,11.084184
-15013.158699,1,11.086368
-17399.080488,1,11.089729
-19038.658046,1,11.091907
-17624.549467,1,11.0957
-18611.194396,1,11.098927
-17265.835279,1,11.101162
-18495.998758,1,11.103383
-16834.291228,1,11.105731
-19143.302435,1,11.108723
-17985.294773,1,11.110928
-20039.707517,1,11.113038
-17899.004507,1,11.115171
-20014.468539,1,11.117385
-19063.19048,1,11.119568
-17965.847137,1,11.121723
-19171.808451,1,11.123944
-17925.405456,1,11.12615
-19551.154287,1,11.128349
-19572.1747,1,11.130494
-16404.671549,1,11.133837
-18509.177736,1,11.136025
-17134.70167,1,11.138345
-17370.14668,1,11.141366
-17388.782032,1,11.144482
-17719.782524,1,11.148507
-20393.145649,1,11.15053
-19000.029326,1,11.152761
-17745.54559,1,11.155097
-20478.708907,1,11.15729
-18369.899321,1,11.159537
-18868.182795,1,11.161806
-17946.884188,1,11.163985
-20216.807297,1,11.167184
-18004.153568,1,11.170194
-18547.022026,1,11.173604
-17687.909449,1,11.175595
-20216.251407,1,11.178629
-18394.310328,1,11.18066
-18171.357808,1,11.182654
-17610.470664,1,11.184889
-17373.447501,1,11.188083
-19062.643896,1,11.191818
-18845.19252,1,11.194338
-18770.213723,1,11.196331
-18254.595803,1,11.19996
-16854.214543,1,11.201981
-19725.313511,1,11.204093
-16700.697932,1,11.207273
-16055.319736,1,11.209266
-20828.978058,1,11.211259
-19615.304356,1,11.213253
-16449.458369,1,11.216423
-17951.981544,1,11.218416
-17328.983486,1,11.22041
-18125.197812,1,11.223659
-18363.603789,1,11.226932
-18053.195598,1,11.228925
-19480.265771,1,11.231102
-18698.334008,1,11.233127
-18271.790263,1,11.23512
-18312.93167,1,11.238345
-18794.927896,1,11.241659
-18102.46299,1,11.245026
-17245.959811,1,11.248312
-18528.888199,1,11.250325
-16157.307017,1,11.252331
-19074.934606,1,11.254905
-20926.450617,1,11.258221
-17787.341058,1,11.260468
-18614.879127,1,11.262724
-18930.236665,1,11.265018
-17816.848426,1,11.267256
-17133.485913,1,11.269476
-18914.471538,1,11.272577
-19858.959465,1,11.275616
-16398.882596,1,11.27761
-18448.685595,1,11.279702
-17437.273647,1,11.28269
-18289.285433,1,11.284684
-18078.737436,1,11.286741
-17362.945873,1,11.288747
-19584.095055,1,11.290741
-18175.180075,1,11.293271
-19739.026963,1,11.298072
-17884.045192,1,11.301455
-18509.142773,1,11.303691
-19634.811871,1,11.305833
-18124.743903,1,11.308858
-19017.063061,1,11.311945
-18415.245172,1,11.31635
-15955.144406,1,11.320335
-18151.524192,1,11.324741
-18147.741882,1,11.328274
-18768.917447,1,11.330537
-19465.165201,1,11.332734
-17846.764133,1,11.334966
-19734.893177,1,11.337075
-18276.725093,1,11.34153
-18694.794189,1,11.343788
-17367.500094,1,11.345824
-16478.28012,1,11.347832
-18279.982659,1,11.349838
-19012.595029,1,11.351868
-18576.94571,1,11.355448
-18243.885678,1,11.358855
-19651.313333,1,11.361034
-17404.937898,1,11.363483
-19556.531726,1,11.3655
-18638.613968,1,11.370691
-18174.842415,1,11.373927
-18786.947494,1,11.377225
-18705.932105,1,11.379466
-18490.782651,1,11.38172
-19652.390286,1,11.38281
-19256.353821,1,11.385062
-18943.999796,1,11.388359
-19322.918545,1,11.391657
-18771.837941,1,11.394797
-20271.805373,1,11.397046
-19627.431568,1,11.399223
-18501.366592,1,11.401459
-18847.975672,1,11.403668
-18720.457235,1,11.408303
-17306.908874,1,11.410314
-17970.917128,1,11.412351
-17864.843506,1,11.415597
-19852.778666,1,11.417732
-18040.568204,1,11.420734
-19248.391724,1,11.424308
-18742.316178,1,11.426262
-19266.967266,1,11.427909
-19445.505366,1,11.431109
-18429.54861,1,11.432724
-17600.123054,1,11.43598
-18893.887954,1,11.438965
-17738.719873,1,11.440532
-18514.145152,1,11.442265
-18247.66502,1,11.445478
-17676.806529,1,11.447079
-20254.559524,1,11.448707
-20072.145206,1,11.451926
-17061.252736,1,11.456389
-17806.780801,1,11.458862
-18413.929907,1,11.461098
-20611.608333,1,11.463292
-19778.30945,1,11.46563
-18326.165503,1,11.46782
-17105.421223,1,11.470079
-17047.186414,1,11.47232
-18495.671642,1,11.474514
-17958.017217,1,11.476736
-17637.150834,1,11.478942
-19766.838342,1,11.481116
-17307.876475,1,11.483163
-20719.798108,1,11.486492
-19808.230843,1,11.488731
-17800.094681,1,11.490939
-18161.364321,1,11.493463
-17234.415329,1,11.495685
-18604.465163,1,11.497803
-18419.523105,1,11.500189
-18000.273465,1,11.502793
-18516.245993,1,11.504919
-19809.663048,1,11.507143
-19132.116322,1,11.509349
-19632.43714,1,11.512428
-18434.672495,1,11.515605
-18986.306758,1,11.518618
-17005.500829,1,11.521666
-17880.953609,1,11.523659
-19139.059598,1,11.525785
-19182.518361,1,11.52882
-19181.292757,1,11.53101
-17932.818667,1,11.533016
-19286.723658,1,11.535022
-17376.852634,1,11.537443
-17698.567435,1,11.539448
-19410.750865,1,11.541508
-19027.432352,1,11.543526
-19865.623079,1,11.546693
-19297.035836,1,11.550053
-17876.445269,1,11.553441
-17487.936646,1,11.55547
-18408.038816,1,11.557497
-19117.251751,1,11.55949
-17766.812636,1,11.563238
-19030.22221,1,11.565233
-17979.4148,1,11.567227
-19643.5972,1,11.569345
-18582.601872,1,11.571781
-18008.755288,1,11.574809
-18652.320014,1,11.576802
-17911.027803,1,11.58041
-17299.368976,1,11.582605
-19772.18394,1,11.586022
-17611.358191,1,11.589027
-17596.912605,1,11.59114
-18016.011621,1,11.592137
-20204.288883,1,11.595689
-18316.834192,1,11.597682
-20183.515021,1,11.604432
-18113.781218,1,11.609064
-17812.25342,1,11.612461
-20749.77323,1,11.614503
-18518.043462,1,11.617568
-19324.815482,1,11.619561
-19488.282021,1,11.622689
-19141.291027,1,11.625254
-18529.891057,1,11.627499
-18659.376462,1,11.629747
-17958.829796,1,11.632038
-16847.50964,1,11.634266
-19242.701801,1,11.636475
-18625.148029,1,11.638655
-16098.89568,1,11.64091
-18797.633763,1,11.643084
-18794.279671,1,11.645402
-16546.955592,1,11.647595
-20529.035589,1,11.649774
-19930.534805,1,11.65205
-19145.82702,1,11.654262
-19244.814994,1,11.656501
-19966.859099,1,11.658703
-17696.637336,1,11.660923
-17852.445858,1,11.663205
-17466.73604,1,11.666378
-16304.27937,1,11.66942
-17882.343733,1,11.672497
-18197.253147,1,11.675513
-18103.708708,1,11.677669
-19913.271514,1,11.679675
-18793.050932,1,11.681681
-18739.924806,1,11.684714
-18269.391511,1,11.686724
-20679.423826,1,11.688847
-16575.984782,1,11.691837
-18500.405212,1,11.69383
-17989.612484,1,11.696619
-19562.016875,1,11.699931
-20067.724152,1,11.703262
-18147.814025,1,11.705541
-16627.234984,1,11.707769
-19570.455026,1,11.710034
-18511.254026,1,11.712205
-18667.456979,1,11.714407
-19769.700461,1,11.71665
-18836.843971,1,11.718874
-18828.721803,1,11.721317
-18144.024289,1,11.723518
-19232.851899,1,11.724606
-16859.351474,1,11.72689
-18106.46922,1,11.729087
-19406.700423,1,11.731283
-17858.576267,1,11.733515
-18207.820829,1,11.735773
-19743.458739,1,11.740039
-19246.974692,1,11.743083
-18321.357123,1,11.746073
-19340.671437,1,11.7491
-18107.464518,1,11.751094
-17418.545459,1,11.753114
-18199.023469,1,11.755732
-17604.414902,1,11.759095
-18202.247284,1,11.760193
-17045.937759,1,11.762476
-16747.123253,1,11.764704
-20552.151919,1,11.767077
-19368.623179,1,11.769314
-20535.925076,1,11.771442
-17967.239865,1,11.773632
-16981.003625,1,11.777811
-19100.944302,1,11.780867
-18285.024515,1,11.782861
-17332.979695,1,11.785885
-18158.302318,1,11.787453
-20026.097642,1,11.789685
-18974.855753,1,11.79195
-18560.345345,1,11.79464
-17509.251456,1,11.796869
-18422.358515,1,11.799168
-18333.870896,1,11.801352
-17652.87899,1,11.803536
-18314.423883,1,11.80582
-16487.052392,1,11.808015
-17933.141875,1,11.811494
-19517.821733,1,11.814569
-16969.682195,1,11.817559
-19013.967967,1,11.820734
-20329.647321,1,11.823744
-16967.619237,1,11.825775
-20717.352228,1,11.827769
-18135.71265,1,11.82982
-18830.305112,1,11.831814
-19572.841543,1,11.834833
-19571.863359,1,11.836827
-17666.090396,1,11.83902
-18644.531531,1,11.842009
-18583.657269,1,11.844175
-19399.361475,1,11.846193
-17161.78593,1,11.848186
-18774.680139,1,11.850211
-19919.490632,1,11.852204
-17422.051327,1,11.85524
-18082.837284,1,11.857231
-19466.117629,1,11.859224
-17821.803746,1,11.862243
-18510.04125,1,11.864236
-18916.520272,1,11.86629
-19582.495705,1,11.869313
-18042.96961,1,11.871648
-17101.016775,1,11.873655
-18613.803537,1,11.876834
-19281.483393,1,11.878827
-17798.601876,1,11.881936
-18150.51374,1,11.884188
-17511.700741,1,11.887494
-18139.324504,1,11.8895
-18837.264223,1,11.891523
-17796.593044,1,11.894022
-16812.515672,1,11.896182
-17720.238078,1,11.899306
-18323.05228,1,11.901299
-19404.632009,1,11.903341
-17584.48513,1,11.906336
-19694.743408,1,11.908357
-18540.490309,1,11.910351
-18096.6892,1,11.912373
-18854.946423,1,11.915412
-19038.52646,1,11.917439
-17016.09596,1,11.919709
-17752.381428,1,11.922742
-18518.541143,1,11.924736
-18791.982251,1,11.928007
-17482.730978,1,11.930048
-18842.702716,1,11.933085
-20285.984822,1,11.935357
-18074.643097,1,11.938821
-17533.609734,1,11.94192
-20114.946334,1,11.946079
-17201.379162,1,11.949166
-19675.510461,1,11.952358
-18921.303924,1,11.954528
-17023.059481,1,11.957628
-17634.607515,1,11.959711
-19358.534678,1,11.962743
-20412.378318,1,11.964767
-16425.670619,1,11.96839
-19188.683295,1,11.970634
-17926.998297,1,11.973682
-19718.776344,1,11.976878
-20213.558161,1,11.978871
-19080.616121,1,11.980896
-19516.321569,1,11.98447
-18814.35721,1,11.987613
-18707.48726,1,11.991725
-18832.412694,1,11.994261
-17805.381823,1,11.996304
-16519.337381,1,11.999463
-17982.609355,1,12.001673
-18512.619748,1,12.003971
-18806.20083,1,12.0071
-18353.625802,1,12.009322
-19072.067496,1,12.011366
-18220.054219,1,12.01439
-17885.904648,1,12.016751
-17713.636425,1,12.019947
-19051.652982,1,12.02332
-18197.253764,1,12.026734
-18701.474782,1,12.028763
-19589.934412,1,12.032409
-17767.404448,1,12.034561
-20361.764249,1,12.037618
-18694.995685,1,12.04093
-18497.094889,1,12.042953
-17254.079176,1,12.044946
-17761.111594,1,12.048589
-18670.630095,1,12.05072
-18485.91538,1,12.052744
-17122.655831,1,12.056355
-17924.442306,1,12.058418
-19329.04151,1,12.060488
-19079.504359,1,12.063508
-18492.481518,1,12.066635
-19473.523712,1,12.06872
-16164.108123,1,12.071977
-16776.858287,1,12.07526
-16606.545019,1,12.078363
-19090.728574,1,12.081667
-18373.493355,1,12.083693
-18213.493197,1,12.085686
-18581.996572,1,12.088887
-17376.778097,1,12.091895
-19279.162633,1,12.092897
-19705.704119,1,12.095426
-20692.706355,1,12.098659
-19681.936641,1,12.101741
-19282.906004,1,12.103917
-17723.594676,1,12.108476
-18895.677047,1,12.110588
-19374.058101,1,12.114954
-18311.12863,1,12.11798
-18104.802254,1,12.119975
-19422.103327,1,12.12358
-19856.809263,1,12.127642
-17108.423542,1,12.131814
-19934.942542,1,12.13487
-19435.88107,1,12.139223
-18209.623908,1,12.142393
-19559.215792,1,12.144393
-18226.877158,1,12.147913
-17716.593843,1,12.149986
-18661.245924,1,12.152018
-19703.458999,1,12.155498
-19847.317662,1,12.157974
-18631.892304,1,12.160098
-17762.240726,1,12.163689
-19695.024735,1,12.165793
-16109.712683,1,12.168829
-18515.574745,1,12.170907
-16914.836366,1,12.173954
-19040.622135,1,12.176083
-17081.868639,1,12.178353
-16957.918351,1,12.180446
-17826.112584,1,12.182491
-17936.082719,1,12.184546
-18137.924111,1,12.18764
-18394.234029,1,12.189667
-19439.250195,1,12.191839
-17965.416147,1,12.194387
-18435.367681,1,12.19649
-18430.412408,1,12.198533
-17752.835962,1,12.201657
-20026.323614,1,12.20373
-19510.344172,1,12.205776
-18413.613033,1,12.207965
-20084.135291,1,12.211006
-19331.793578,1,12.213075
-18730.180576,1,12.215097
-16555.06778,1,12.218179
-20112.970499,1,12.221169
-16460.421931,1,12.224159
-17835.432477,1,12.227149
-19361.676223,1,12.230488
-17865.578047,1,12.233522
-18683.655356,1,12.235561
-17321.49481,1,12.238595
-18248.304962,1,12.240589
-17059.095069,1,12.242582
-17487.947284,1,12.244692
-20219.462813,1,12.246686
-18345.412492,1,12.249786
-17371.408404,1,12.251793
